Freq.	V(vout)/(V(vp)-V(vm))	(V(vp)-V(vm))/(I(R1)-I(R4))
3.31131121482585e+05	(9.50968969309020e+00dB,9.17126798213716e+01°)	(7.05767395025363e+01dB,-9.17126798223204e+01°)
3.38844156139197e+05	(9.30986429735353e+00dB,9.16737169015900e+01°)	(7.07765648982730e+01dB,-9.16737169025610e+01°)
3.46736850452526e+05	(9.11003104968375e+00dB,9.16356393898524e+01°)	(7.09763981459428e+01dB,-9.16356393908457e+01°)
3.54813389233569e+05	(8.91019030289991e+00dB,9.15984272315748e+01°)	(7.11762388927266e+01dB,-9.15984272325914e+01°)
3.63078054770095e+05	(8.71034239399223e+00dB,9.15620608220240e+01°)	(7.13760868016343e+01dB,-9.15620608230642e+01°)
3.71535229097166e+05	(8.51048764483006e+00dB,9.15265209965203e+01°)	(7.15759415507965e+01dB,-9.15265209975847e+01°)
3.80189396320555e+05	(8.31062636283834e+00dB,9.14917890208338e+01°)	(7.17758028327882e+01dB,-9.14917890219231e+01°)
3.89045144994274e+05	(8.11075884164407e+00dB,9.14578465817715e+01°)	(7.19756703539825e+01dB,-9.14578465828861e+01°)
3.98107170553490e+05	(7.91088536169392e+00dB,9.14246757779532e+01°)	(7.21755438339326e+01dB,-9.14246757790939e+01°)
4.07380277804106e+05	(7.71100619084432e+00dB,9.13922591107739e+01°)	(7.23754230047822e+01dB,-9.13922591119413e+01°)
4.16869383470328e+05	(7.51112158492537e+00dB,9.13605794755488e+01°)	(7.25753076107011e+01dB,-9.13605794767432e+01°)
4.26579518801585e+05	(7.31123178827951e+00dB,9.13296201528396e+01°)	(7.27751974073470e+01dB,-9.13296201540617e+01°)
4.36515832240158e+05	(7.11133703427621e+00dB,9.12993647999585e+01°)	(7.29750921613503e+01dB,-9.12993648012092e+01°)
4.46683592150955e+05	(6.91143754580373e+00dB,9.12697974426474e+01°)	(7.31749916498228e+01dB,-9.12697974439272e+01°)
4.57088189614867e+05	(6.71153353573888e+00dB,9.12409024669298e+01°)	(7.33748956598876e+01dB,-9.12409024682393e+01°)
4.67735141287190e+05	(6.51162520739585e+00dB,9.12126646111320e+01°)	(7.35748039882307e+01dB,-9.12126646124723e+01°)
4.78630092322630e+05	(6.31171275495499e+00dB,9.11850689580709e+01°)	(7.37747164406715e+01dB,-9.11850689594423e+01°)
4.89778819368438e+05	(6.11179636387241e+00dB,9.11581009274070e+01°)	(7.39746328317541e+01dB,-9.11581009288101e+01°)
5.01187233627263e+05	(5.91187621127127e+00dB,9.11317462681569e+01°)	(7.41745529843553e+01dB,-9.11317462695926e+01°)
5.12861383991356e+05	(5.71195246631563e+00dB,9.11059910513655e+01°)	(7.43744767293109e+01dB,-9.11059910528350e+01°)
5.24807460249763e+05	(5.51202529056754e+00dB,9.10808216629329e+01°)	(7.45744039050590e+01dB,-9.10808216644362e+01°)
5.37031796370243e+05	(5.31209483832817e+00dB,9.10562247965950e+01°)	(7.47743343572984e+01dB,-9.10562247981336e+01°)
5.49540873857615e+05	(5.11216125696362e+00dB,9.10321874470532e+01°)	(7.49742679386629e+01dB,-9.10321874486277e+01°)
5.62341325190339e+05	(4.91222468721629e+00dB,9.10086969032518e+01°)	(7.51742045084102e+01dB,-9.10086969048629e+01°)
5.75439937337147e+05	(4.71228526350216e+00dB,9.09857407417997e+01°)	(7.53741439321244e+01dB,-9.09857407434484e+01°)
5.88843655355579e+05	(4.51234311419480e+00dB,9.09633068205343e+01°)	(7.55740860814317e+01dB,-9.09633068222213e+01°)
6.02559586074347e+05	(4.31239836189673e+00dB,9.09413832722237e+01°)	(7.57740308337298e+01dB,-9.09413832739501e+01°)
6.16595001861471e+05	(4.11245112369857e+00dB,9.09199584984062e+01°)	(7.59739780719279e+01dB,-9.09199585001727e+01°)
6.30957344480182e+05	(3.91250151142653e+00dB,9.08990211633626e+01°)	(7.61739276842000e+01dB,-9.08990211651706e+01°)
6.45654229034644e+05	(3.71254963187890e+00dB,9.08785601882208e+01°)	(7.63738795637476e+01dB,-9.08785601900707e+01°)
6.60693448007584e+05	(3.51259558705187e+00dB,9.08585647451876e+01°)	(7.65738336085746e+01dB,-9.08585647470806e+01°)
6.76082975391970e+05	(3.31263947435530e+00dB,9.08390242519080e+01°)	(7.67737897212712e+01dB,-9.08390242538448e+01°)
6.91830970918924e+05	(3.11268138681871e+00dB,9.08199283659465e+01°)	(7.69737478088078e+01dB,-9.08199283679290e+01°)
7.07945784384125e+05	(2.91272141328811e+00dB,9.08012669793907e+01°)	(7.71737077823384e+01dB,-9.08012669814191e+01°)
7.24435960074977e+05	(2.71275963861402e+00dB,9.07830302135727e+01°)	(7.73736695570125e+01dB,-9.07830302156484e+01°)
7.41310241300904e+05	(2.51279614383092e+00dB,9.07652084139067e+01°)	(7.75736330517956e+01dB,-9.07652084160310e+01°)
7.58577575029170e+05	(2.31283100632887e+00dB,9.07477921448410e+01°)	(7.77735981892977e+01dB,-9.07477921470144e+01°)
7.76247116628678e+05	(2.11286430001719e+00dB,9.07307721849204e+01°)	(7.79735648956093e+01dB,-9.07307721871444e+01°)
7.94328234724267e+05	(1.91289609548096e+00dB,9.07141395219586e+01°)	(7.81735331001456e+01dB,-9.07141395242349e+01°)
8.12830516164085e+05	(1.71292646013042e+00dB,9.06978853483173e+01°)	(7.83735027354961e+01dB,-9.06978853506465e+01°)
8.31763771102656e+05	(1.51295545834373e+00dB,9.06820010562895e+01°)	(7.85734737372828e+01dB,-9.06820010586725e+01°)
8.51138038202361e+05	(1.31298315160320e+00dB,9.06664782335855e+01°)	(7.87734460440233e+01dB,-9.06664782360242e+01°)
8.70963589956065e+05	(1.11300959862551e+00dB,9.06513086589196e+01°)	(7.89734195970010e+01dB,-9.06513086614149e+01°)
8.91250938133729e+05	(9.13034855486095e-01dB,9.06364842976942e+01°)	(7.91733943401404e+01dB,-9.06364843002477e+01°)
9.12010839355893e+05	(7.13058975737811e-01dB,9.06219972977803e+01°)	(7.93733702198887e+01dB,-9.06219973003934e+01°)
9.33254300796974e+05	(5.13082010524428e-01dB,9.06078399853925e+01°)	(7.95733471851021e+01dB,-9.06078399880665e+01°)
9.54992586021419e+05	(3.13104008688921e-01dB,9.05940048610553e+01°)	(7.97733251869376e+01dB,-9.05940048637921e+01°)
9.77237220955793e+05	(1.13125016876932e-01dB,9.05804845956597e+01°)	(7.99733041787496e+01dB,-9.05804845984591e+01°)
9.99999999999982e+05	(-8.68549203644032e-02dB,9.05672720266084e+01°)	(8.01732841159909e+01dB,-9.05672720294738e+01°)
1.02329299228074e+06	(-2.86835760492104e-01dB,9.05543601540465e+01°)	(8.03732649561186e+01dB,-9.05543601569785e+01°)
1.04712854805088e+06	(-4.86817462877203e-01dB,9.05417421371771e+01°)	(8.05732466585037e+01dB,-9.05417421401774e+01°)
1.07151930523759e+06	(-6.86799988718663e-01dB,9.05294112906592e+01°)	(8.07732291843452e+01dB,-9.05294112937291e+01°)
1.09647819614316e+06	(-8.86783300961181e-01dB,9.05173610810864e+01°)	(8.09732124965877e+01dB,-9.05173610842285e+01°)
1.12201845430194e+06	(-1.08676736421664e+00dB,9.05055851235446e+01°)	(8.11731965598432e+01dB,-9.05055851267592e+01°)
1.14815362149686e+06	(-1.28675214468918e+00dB,9.04940771782471e+01°)	(8.13731813403157e+01dB,-9.04940771815372e+01°)
1.17489755493951e+06	(-1.48673761010349e+00dB,9.04828311472451e+01°)	(8.15731668057300e+01dB,-9.04828311506113e+01°)
1.20226443461739e+06	(-1.68672372963652e+00dB,9.04718410712121e+01°)	(8.17731529252630e+01dB,-9.04718410746565e+01°)
1.23026877081236e+06	(-1.88671047385205e+00dB,9.04611011263011e+01°)	(8.19731396694786e+01dB,-9.04611011298267e+01°)
1.25892541179414e+06	(-2.08669781463839e+00dB,9.04506056210718e+01°)	(8.21731270102649e+01dB,-9.04506056246796e+01°)
1.28824955169311e+06	(-2.28668572514876e+00dB,9.04403489934873e+01°)	(8.23731149207753e+01dB,-9.04403489971778e+01°)
1.31825673855638e+06	(-2.48667417974437e+00dB,9.04303258079790e+01°)	(8.25731033753709e+01dB,-9.04303258117561e+01°)
1.34896288259163e+06	(-2.68666315394013e+00dB,9.04205307525765e+01°)	(8.27730923495667e+01dB,-9.04205307564418e+01°)
1.38038426460286e+06	(-2.88665262435269e+00dB,9.04109586361033e+01°)	(8.29730818199792e+01dB,-9.04109586400582e+01°)
1.41253754462273e+06	(-3.08664256865093e+00dB,9.04016043854351e+01°)	(8.31730717642775e+01dB,-9.04016043894822e+01°)
1.44543977074590e+06	(-3.28663296550856e+00dB,9.03924630428201e+01°)	(8.33730621611351e+01dB,-9.03924630469618e+01°)
1.47910838816818e+06	(-3.48662379455897e+00dB,9.03835297632602e+01°)	(8.35730529901855e+01dB,-9.03835297674977e+01°)
1.51356124843618e+06	(-3.68661503635202e+00dB,9.03747998119505e+01°)	(8.37730442319785e+01dB,-9.03747998162873e+01°)
1.54881661891245e+06	(-3.88660667231284e+00dB,9.03662685617776e+01°)	(8.39730358679394e+01dB,-9.03662685662147e+01°)
1.58489319246108e+06	(-4.08659868470239e+00dB,9.03579314908738e+01°)	(8.41730278803289e+01dB,-9.03579314954149e+01°)
1.62181009735890e+06	(-4.28659105657992e+00dB,9.03497841802267e+01°)	(8.43730202522064e+01dB,-9.03497841848729e+01°)
1.65958690743753e+06	(-4.48658377176701e+00dB,9.03418223113431e+01°)	(8.45730129673935e+01dB,-9.03418223160971e+01°)
1.69824365246171e+06	(-4.68657681481328e+00dB,9.03340416639653e+01°)	(8.47730060104398e+01dB,-9.03340416688312e+01°)
1.73780082874934e+06	(-4.88657017096364e+00dB,9.03264381138396e+01°)	(8.49729993665902e+01dB,-9.03264381188184e+01°)
1.77827941003889e+06	(-5.08656382612701e+00dB,9.03190076305349e+01°)	(8.51729930217535e+01dB,-9.03190076356304e+01°)
1.81970085860995e+06	(-5.28655776684641e+00dB,9.03117462753111e+01°)	(8.53729869624729e+01dB,-9.03117462805250e+01°)
1.86208713666283e+06	(-5.48655198027047e+00dB,9.03046501990350e+01°)	(8.55729811758970e+01dB,-9.03046502043707e+01°)
1.90546071796321e+06	(-5.68654645412616e+00dB,9.02977156401443e+01°)	(8.57729756497527e+01dB,-9.02977156456041e+01°)
1.94984459975801e+06	(-5.88654117669274e+00dB,9.02909389226572e+01°)	(8.59729703723193e+01dB,-9.02909389282442e+01°)
1.99526231496884e+06	(-6.08653613677697e+00dB,9.02843164542273e+01°)	(8.61729653324035e+01dB,-9.02843164599432e+01°)
2.04173794466949e+06	(-6.28653132368931e+00dB,9.02778447242423e+01°)	(8.63729605193158e+01dB,-9.02778447300917e+01°)
2.08929613085400e+06	(-6.48652672722131e+00dB,9.02715203019662e+01°)	(8.65729559228478e+01dB,-9.02715203079526e+01°)
2.13796208950219e+06	(-6.68652233762389e+00dB,9.02653398347235e+01°)	(8.67729515332504e+01dB,-9.02653398408484e+01°)
2.18776162394951e+06	(-6.88651814558677e+00dB,9.02593000461243e+01°)	(8.69729473412133e+01dB,-9.02593000523923e+01°)
2.23872113856830e+06	(-7.08651414221861e+00dB,9.02533977343299e+01°)	(8.71729433378451e+01dB,-9.02533977407437e+01°)
2.29086765276773e+06	(-7.28651031902827e+00dB,9.02476297703579e+01°)	(8.73729395146548e+01dB,-9.02476297769209e+01°)
2.34422881531988e+06	(-7.48650666790669e+00dB,9.02419930964253e+01°)	(8.75729358635332e+01dB,-9.02419931031420e+01°)
2.39883291901944e+06	(-7.68650318110979e+00dB,9.02364847243297e+01°)	(8.77729323767363e+01dB,-9.02364847312032e+01°)
2.45470891568498e+06	(-7.88649985124198e+00dB,9.02311017338668e+01°)	(8.79729290468685e+01dB,-9.02311017409000e+01°)
2.51188643150953e+06	(-8.08649667124053e+00dB,9.02258412712842e+01°)	(8.81729258668670e+01dB,-9.02258412784809e+01°)
2.57039578276881e+06	(-8.28649363436055e+00dB,9.02207005477699e+01°)	(8.83729228299871e+01dB,-9.02207005551340e+01°)
2.63026799189533e+06	(-8.48649073416069e+00dB,9.02156768379755e+01°)	(8.85729199297872e+01dB,-9.02156768455118e+01°)
2.69153480392686e+06	(-8.68648796448953e+00dB,9.02107674785728e+01°)	(8.87729171601161e+01dB,-9.02107674862843e+01°)
2.75422870333811e+06	(-8.88648531947246e+00dB,9.02059698668428e+01°)	(8.89729145150990e+01dB,-9.02059698747331e+01°)
2.81838293126440e+06	(-9.08648279349926e+00dB,9.02012814592978e+01°)	(8.91729119891258e+01dB,-9.02012814673734e+01°)
2.88403150312655e+06	(-9.28648038121221e+00dB,9.01966997703331e+01°)	(8.93729095768387e+01dB,-9.01966997785964e+01°)
2.95120922666633e+06	(-9.48647807749470e+00dB,9.01922223709112e+01°)	(8.95729072731212e+01dB,-9.01922223793653e+01°)
3.01995172040196e+06	(-9.68647587746043e+00dB,9.01878468872744e+01°)	(8.97729050730870e+01dB,-9.01878468959272e+01°)
3.09029543251353e+06	(-9.88647377644297e+00dB,9.01835709996878e+01°)	(8.99729029720695e+01dB,-9.01835710085427e+01°)
3.16227766016832e+06	(-1.00864717699859e+01dB,9.01793924412097e+01°)	(9.01729009656125e+01dB,-9.01793924502709e+01°)
3.23593656929622e+06	(-1.02864698538335e+01dB,9.01753089964909e+01°)	(9.03728990494600e+01dB,-9.01753090057626e+01°)
3.31131121482585e+06	(-1.04864680239213e+01dB,9.01713185006012e+01°)	(9.05728972195478e+01dB,-9.01713185100899e+01°)
3.38844156139196e+06	(-1.06864662763680e+01dB,9.01674188378817e+01°)	(9.07728954719945e+01dB,-9.01674188475897e+01°)
3.46736850452525e+06	(-1.08864646074669e+01dB,9.01636079408242e+01°)	(9.09728938030934e+01dB,-9.01636079507599e+01°)
3.54813389233568e+06	(-1.10864630136781e+01dB,9.01598837889756e+01°)	(9.11728922093046e+01dB,-9.01598837991429e+01°)
3.63078054770094e+06	(-1.12864614916211e+01dB,9.01562444078673e+01°)	(9.13728906872476e+01dB,-9.01562444182707e+01°)
3.71535229097165e+06	(-1.14864600380674e+01dB,9.01526878679686e+01°)	(9.15728892336940e+01dB,-9.01526878786132e+01°)
3.80189396320554e+06	(-1.16864586499340e+01dB,9.01492122836649e+01°)	(9.17728878455605e+01dB,-9.01492122945574e+01°)
3.89045144994273e+06	(-1.18864573242765e+01dB,9.01458158122576e+01°)	(9.19728865199030e+01dB,-9.01458158234049e+01°)
3.98107170553489e+06	(-1.20864560582830e+01dB,9.01424966529883e+01°)	(9.21728852539095e+01dB,-9.01424966643958e+01°)
4.07380277804105e+06	(-1.22864548492682e+01dB,9.01392530460838e+01°)	(9.23728840448948e+01dB,-9.01392530577545e+01°)
4.16869383470327e+06	(-1.24864536946678e+01dB,9.01360832718241e+01°)	(9.25728828902943e+01dB,-9.01360832837679e+01°)
4.26579518801584e+06	(-1.26864525920327e+01dB,9.01329856496306e+01°)	(9.27728817876592e+01dB,-9.01329856618543e+01°)
4.36515832240157e+06	(-1.28864515390240e+01dB,9.01299585371755e+01°)	(9.29728807346505e+01dB,-9.01299585496827e+01°)
4.46683592150954e+06	(-1.30864505334083e+01dB,9.01270003295112e+01°)	(9.31728797290348e+01dB,-9.01270003423117e+01°)
4.57088189614866e+06	(-1.32864495730526e+01dB,9.01241094582201e+01°)	(9.33728787686791e+01dB,-9.01241094713160e+01°)
4.67735141287189e+06	(-1.34864486559198e+01dB,9.01212843905829e+01°)	(9.35728778515463e+01dB,-9.01212844039847e+01°)
4.78630092322629e+06	(-1.36864477800645e+01dB,9.01185236287662e+01°)	(9.37728769756911e+01dB,-9.01185236424818e+01°)
4.89778819368436e+06	(-1.38864469436291e+01dB,9.01158257090290e+01°)	(9.39728761392556e+01dB,-9.01158257230606e+01°)
5.01187233627262e+06	(-1.40864461448394e+01dB,9.01131892009463e+01°)	(9.41728753404659e+01dB,-9.01131892153064e+01°)
5.12861383991355e+06	(-1.42864453820009e+01dB,9.01106127066513e+01°)	(9.43728745776275e+01dB,-9.01106127213440e+01°)
5.24807460249762e+06	(-1.44864446534958e+01dB,9.01080948600945e+01°)	(9.45728738491223e+01dB,-9.01080948751315e+01°)
5.37031796370242e+06	(-1.46864439577786e+01dB,9.01056343263190e+01°)	(9.47728731534051e+01dB,-9.01056343417052e+01°)
5.49540873857613e+06	(-1.48864432933738e+01dB,9.01032298007537e+01°)	(9.49728724890003e+01dB,-9.01032298164974e+01°)
5.62341325190338e+06	(-1.50864426588720e+01dB,9.01008800085212e+01°)	(9.51728718544985e+01dB,-9.01008800246332e+01°)
5.75439937337145e+06	(-1.52864420529274e+01dB,9.00985837037622e+01°)	(9.53728712485539e+01dB,-9.00985837202478e+01°)
5.88843655355577e+06	(-1.54864414742547e+01dB,9.00963396689750e+01°)	(9.55728706698813e+01dB,-9.00963396858476e+01°)
6.02559586074345e+06	(-1.56864409216266e+01dB,9.00941467143703e+01°)	(9.57728701172531e+01dB,-9.00941467316365e+01°)
6.16595001861470e+06	(-1.58864403938707e+01dB,9.00920036772401e+01°)	(9.59728695894972e+01dB,-9.00920036949055e+01°)
6.30957344480180e+06	(-1.60864398898677e+01dB,9.00899094213418e+01°)	(9.61728690854942e+01dB,-9.00899094394209e+01°)
6.45654229034642e+06	(-1.62864394085485e+01dB,9.00878628362957e+01°)	(9.63728686041750e+01dB,-9.00878628547971e+01°)
6.60693448007582e+06	(-1.64864389488922e+01dB,9.00858628369962e+01°)	(9.65728681445187e+01dB,-9.00858628559254e+01°)
6.76082975391968e+06	(-1.66864385099238e+01dB,9.00839083630366e+01°)	(9.67728677055503e+01dB,-9.00839083824063e+01°)
6.91830970918922e+06	(-1.68864380907121e+01dB,9.00819983781472e+01°)	(9.69728672863387e+01dB,-9.00819983979718e+01°)
7.07945784384123e+06	(-1.70864376903681e+01dB,9.00801318696457e+01°)	(9.71728668859946e+01dB,-9.00801318899299e+01°)
7.24435960074975e+06	(-1.72864373080425e+01dB,9.00783078479004e+01°)	(9.73728665036690e+01dB,-9.00783078686556e+01°)
7.41310241300902e+06	(-1.74864369429243e+01dB,9.00765253458058e+01°)	(9.75728661385509e+01dB,-9.00765253670467e+01°)
7.58577575029168e+06	(-1.76864365942392e+01dB,9.00747834182693e+01°)	(9.77728657898657e+01dB,-9.00747834400008e+01°)
7.76247116628676e+06	(-1.78864362612474e+01dB,9.00730811417109e+01°)	(9.79728654568739e+01dB,-9.00730811639510e+01°)
7.94328234724265e+06	(-1.80864359432427e+01dB,9.00714176135730e+01°)	(9.81728651388692e+01dB,-9.00714176363336e+01°)
8.12830516164082e+06	(-1.82864356395506e+01dB,9.00697919518422e+01°)	(9.83728648351771e+01dB,-9.00697919751330e+01°)
8.31763771102654e+06	(-1.84864353495268e+01dB,9.00682032945815e+01°)	(9.85728645451533e+01dB,-9.00682033184133e+01°)
8.51138038202359e+06	(-1.86864350725562e+01dB,9.00666507994738e+01°)	(9.87728642681827e+01dB,-9.00666508238627e+01°)
8.70963589956062e+06	(-1.88864348080514e+01dB,9.00651336433745e+01°)	(9.89728640036779e+01dB,-9.00651336683294e+01°)
8.91250938133727e+06	(-1.90864345554512e+01dB,9.00636510218761e+01°)	(9.91728637510777e+01dB,-9.00636510474143e+01°)
9.12010839355890e+06	(-1.92864343142198e+01dB,9.00622021488809e+01°)	(9.93728635098464e+01dB,-9.00622021750177e+01°)
9.33254300796971e+06	(-1.94864340838457e+01dB,9.00607862561847e+01°)	(9.95728632794722e+01dB,-9.00607862829274e+01°)
9.54992586021416e+06	(-1.96864338638401e+01dB,9.00594025930693e+01°)	(9.97728630594666e+01dB,-9.00594026204310e+01°)
9.77237220955790e+06	(-1.98864336537364e+01dB,9.00580504259047e+01°)	(9.99728628493629e+01dB,-9.00580504539017e+01°)
1.00000000000000e+07	(-2.00864334530890e+01dB,9.00567290377601e+01°)	(1.00172862648716e+02dB,-9.00567290664156e+01°)
