Freq.	(V(vp)-V(vm))/(I(R1)-I(R4))
9.33254300796979e+03	-1.01001040110549e+02,-9.52013089277304e+01
9.54992586021424e+03	-1.01001040110551e+02,-9.74188322817018e+01
9.77237220955798e+03	-1.01001040110553e+02,-9.96880083900395e+01
9.99999999999987e+03	-1.01001040110555e+02,-1.02010040399952e+02
1.02329299228074e+04	-1.01001040110558e+02,-1.04386159483548e+02
1.04712854805089e+04	-1.01001040110560e+02,-1.06817625490616e+02
1.07151930523759e+04	-1.01001040110563e+02,-1.09305727616617e+02
1.09647819614317e+04	-1.01001040110566e+02,-1.11851785086233e+02
1.12201845430195e+04	-1.01001040110569e+02,-1.14457147852835e+02
1.14815362149687e+04	-1.01001040110572e+02,-1.17123197314249e+02
1.17489755493951e+04	-1.01001040110575e+02,-1.19851347045187e+02
1.20226443461740e+04	-1.01001040110578e+02,-1.22643043546748e+02
1.23026877081237e+04	-1.01001040110582e+02,-1.25499767013371e+02
1.25892541179415e+04	-1.01001040110585e+02,-1.28423032117650e+02
1.28824955169312e+04	-1.01001040110589e+02,-1.31414388813437e+02
1.31825673855639e+04	-1.01001040110593e+02,-1.34475423157649e+02
1.34896288259164e+04	-1.01001040110597e+02,-1.37607758151211e+02
1.38038426460287e+04	-1.01001040110602e+02,-1.40813054599599e+02
1.41253754462274e+04	-1.01001040110606e+02,-1.44093011993417e+02
1.44543977074591e+04	-1.01001040110611e+02,-1.47449369409490e+02
1.47910838816819e+04	-1.01001040110616e+02,-1.50883906432947e+02
1.51356124843619e+04	-1.01001040110621e+02,-1.54398444100780e+02
1.54881661891246e+04	-1.01001040110627e+02,-1.57994845867380e+02
1.58489319246109e+04	-1.01001040110633e+02,-1.61675018592568e+02
1.62181009735891e+04	-1.01001040110639e+02,-1.65440913552635e+02
1.65958690743754e+04	-1.01001040110645e+02,-1.69294527474938e+02
1.69824365246172e+04	-1.01001040110652e+02,-1.73237903596585e+02
1.73780082874935e+04	-1.01001040110658e+02,-1.77273132747794e+02
1.77827941003890e+04	-1.01001040110666e+02,-1.81402354460474e+02
1.81970085860996e+04	-1.01001040110673e+02,-1.85627758102632e+02
1.86208713666284e+04	-1.01001040110681e+02,-1.89951584039211e+02
1.90546071796322e+04	-1.01001040110690e+02,-1.94376124819953e+02
1.94984459975802e+04	-1.01001040110698e+02,-1.98903726394947e+02
1.99526231496885e+04	-1.01001040110708e+02,-2.03536789358478e+02
2.04173794466950e+04	-1.01001040110717e+02,-2.08277770221854e+02
2.08929613085401e+04	-1.01001040110727e+02,-2.13129182715885e+02
2.13796208950220e+04	-1.01001040110738e+02,-2.18093599123689e+02
2.18776162394952e+04	-1.01001040110749e+02,-2.23173651644559e+02
2.23872113856831e+04	-1.01001040110760e+02,-2.28372033789583e+02
2.29086765276774e+04	-1.01001040110772e+02,-2.33691501809784e+02
2.34422881531989e+04	-1.01001040110785e+02,-2.39134876157518e+02
2.39883291901946e+04	-1.01001040110798e+02,-2.44705042981914e+02
2.45470891568500e+04	-1.01001040110812e+02,-2.50404955659153e+02
2.51188643150954e+04	-1.01001040110826e+02,-2.56237636358384e+02
2.57039578276883e+04	-1.01001040110841e+02,-2.62206177644119e+02
2.63026799189534e+04	-1.01001040110857e+02,-2.68313744115949e+02
2.69153480392688e+04	-1.01001040110874e+02,-2.74563574086462e+02
2.75422870333813e+04	-1.01001040110891e+02,-2.80958981298234e+02
2.81838293126441e+04	-1.01001040110910e+02,-2.87503356680823e+02
2.88403150312656e+04	-1.01001040110929e+02,-2.94200170148680e+02
2.95120922666634e+04	-1.01001040110949e+02,-3.01052972440950e+02
3.01995172040197e+04	-1.01001040110970e+02,-3.08065397004115e+02
3.09029543251354e+04	-1.01001040110992e+02,-3.15241161918499e+02
3.16227766016833e+04	-1.01001040111015e+02,-3.22584071869643e+02
3.23593656929623e+04	-1.01001040111039e+02,-3.30098020165597e+02
3.31131121482586e+04	-1.01001040111064e+02,-3.37786990801206e+02
3.38844156139197e+04	-1.01001040111090e+02,-3.45655060570478e+02
3.46736850452526e+04	-1.01001040111118e+02,-3.53706401228149e+02
3.54813389233570e+04	-1.01001040111147e+02,-3.61945281701610e+02
3.63078054770096e+04	-1.01001040111177e+02,-3.70376070354341e+02
3.71535229097167e+04	-1.01001040111209e+02,-3.79003237302080e+02
3.80189396320555e+04	-1.01001040111242e+02,-3.87831356782939e+02
3.89045144994275e+04	-1.01001040111277e+02,-3.96865109582718e+02
3.98107170553491e+04	-1.01001040111313e+02,-4.06109285516729e+02
4.07380277804107e+04	-1.01001040111351e+02,-4.15568785969413e+02
4.16869383470329e+04	-1.01001040111391e+02,-4.25248626493121e+02
4.26579518801586e+04	-1.01001040111433e+02,-4.35153939467426e+02
4.36515832240159e+04	-1.01001040111477e+02,-4.45289976820381e+02
4.46683592150956e+04	-1.01001040111522e+02,-4.55662112813155e+02
4.57088189614868e+04	-1.01001040111570e+02,-4.66275846889544e+02
4.67735141287191e+04	-1.01001040111620e+02,-4.77136806591844e+02
4.78630092322631e+04	-1.01001040111673e+02,-4.88250750544652e+02
4.89778819368439e+04	-1.01001040111728e+02,-4.99623571508161e+02
5.01187233627264e+04	-1.01001040111786e+02,-5.11261299502583e+02
5.12861383991357e+04	-1.01001040111846e+02,-5.23170105005345e+02
5.24807460249764e+04	-1.01001040111909e+02,-5.35356302222756e+02
5.37031796370244e+04	-1.01001040111976e+02,-5.47826352437883e+02
5.49540873857616e+04	-1.01001040112045e+02,-5.60586867436413e+02
5.62341325190340e+04	-1.01001040112117e+02,-5.73644613012301e+02
5.75439937337148e+04	-1.01001040112194e+02,-5.87006512555093e+02
5.88843655355580e+04	-1.01001040112273e+02,-6.00679650720791e+02
6.02559586074348e+04	-1.01001040112357e+02,-6.14671277188236e+02
6.16595001861472e+04	-1.01001040112444e+02,-6.28988810502983e+02
6.30957344480183e+04	-1.01001040112535e+02,-6.43639842010710e+02
6.45654229034645e+04	-1.01001040112630e+02,-6.58632139882251e+02
6.60693448007586e+04	-1.01001040112731e+02,-6.73973653232385e+02
6.76082975391971e+04	-1.01001040112836e+02,-6.89672516334559e+02
6.91830970918925e+04	-1.01001040112946e+02,-7.05737052933788e+02
7.07945784384127e+04	-1.01001040113061e+02,-7.22175780660017e+02
7.24435960074979e+04	-1.01001040113182e+02,-7.38997415544278e+02
7.41310241300906e+04	-1.01001040113308e+02,-7.56210876640048e+02
7.58577575029172e+04	-1.01001040113440e+02,-7.73825290752247e+02
7.76247116628679e+04	-1.01001040113578e+02,-7.91849997276391e+02
7.94328234724269e+04	-1.01001040113723e+02,-8.10294553150466e+02
8.12830516164086e+04	-1.01001040113874e+02,-8.29168737922137e+02
8.31763771102658e+04	-1.01001040114033e+02,-8.48482558934000e+02
8.51138038202363e+04	-1.01001040114200e+02,-8.68246256629604e+02
8.70963589956067e+04	-1.01001040114374e+02,-8.88470309983071e+02
8.91250938133731e+04	-1.01001040114556e+02,-9.09165442055186e+02
9.12010839355895e+04	-1.01001040114748e+02,-9.30342625678906e+02
9.33254300796976e+04	-1.01001040114947e+02,-9.52013089277301e+02
9.54992586021420e+04	-1.01001040115157e+02,-9.74188322817014e+02
9.77237220955795e+04	-1.01001040115377e+02,-9.96880083900392e+02
9.99999999999984e+04	-1.01001040115606e+02,-1.02010040399952e+03
1.02329299228074e+05	-1.01001040115846e+02,-1.04386159483548e+03
1.04712854805088e+05	-1.01001040116098e+02,-1.06817625490615e+03
1.07151930523759e+05	-1.01001040116362e+02,-1.09305727616617e+03
1.09647819614317e+05	-1.01001040116637e+02,-1.11851785086233e+03
1.12201845430195e+05	-1.01001040116927e+02,-1.14457147852835e+03
1.14815362149686e+05	-1.01001040117228e+02,-1.17123197314248e+03
1.17489755493951e+05	-1.01001040117546e+02,-1.19851347045186e+03
1.20226443461739e+05	-1.01001040117878e+02,-1.22643043546748e+03
1.23026877081236e+05	-1.01001040118225e+02,-1.25499767013370e+03
1.25892541179415e+05	-1.01001040118590e+02,-1.28423032117649e+03
1.28824955169311e+05	-1.01001040118971e+02,-1.31414388813437e+03
1.31825673855639e+05	-1.01001040119369e+02,-1.34475423157648e+03
1.34896288259163e+05	-1.01001040119787e+02,-1.37607758151210e+03
1.38038426460286e+05	-1.01001040120226e+02,-1.40813054599598e+03
1.41253754462273e+05	-1.01001040120682e+02,-1.44093011993416e+03
1.44543977074590e+05	-1.01001040121163e+02,-1.47449369409489e+03
1.47910838816818e+05	-1.01001040121665e+02,-1.50883906432947e+03
1.51356124843618e+05	-1.01001040122188e+02,-1.54398444100779e+03
1.54881661891246e+05	-1.01001040122738e+02,-1.57994845867379e+03
1.58489319246109e+05	-1.01001040123319e+02,-1.61675018592567e+03
1.62181009735890e+05	-1.01001040123921e+02,-1.65440913552635e+03
1.65958690743753e+05	-1.01001040124556e+02,-1.69294527474937e+03
1.69824365246172e+05	-1.01001040125216e+02,-1.73237903596585e+03
1.73780082874935e+05	-1.01001040125910e+02,-1.77273132747794e+03
1.77827941003889e+05	-1.01001040126637e+02,-1.81402354460473e+03
1.81970085860995e+05	-1.01001040127396e+02,-1.85627758102632e+03
1.86208713666284e+05	-1.01001040128192e+02,-1.89951584039210e+03
1.90546071796322e+05	-1.01001040129027e+02,-1.94376124819952e+03
1.94984459975801e+05	-1.01001040129900e+02,-1.98903726394946e+03
1.99526231496885e+05	-1.01001040130814e+02,-2.03536789358477e+03
2.04173794466949e+05	-1.01001040131768e+02,-2.08277770221854e+03
2.08929613085400e+05	-1.01001040132775e+02,-2.13129182715884e+03
2.13796208950220e+05	-1.01001040133823e+02,-2.18093599123689e+03
2.18776162394952e+05	-1.01001040134916e+02,-2.23173651644558e+03
2.23872113856830e+05	-1.01001040136071e+02,-2.28372033789583e+03
2.29086765276773e+05	-1.01001040137270e+02,-2.33691501809784e+03
2.34422881531988e+05	-1.01001040138537e+02,-2.39134876157517e+03
2.39883291901945e+05	-1.01001040139859e+02,-2.44705042981913e+03
2.45470891568499e+05	-1.01001040141234e+02,-2.50404955659152e+03
2.51188643150954e+05	-1.01001040142692e+02,-2.56237636358383e+03
2.57039578276882e+05	-1.01001040144205e+02,-2.62206177644118e+03
2.63026799189534e+05	-1.01001040145795e+02,-2.68313744115948e+03
2.69153480392687e+05	-1.01001040147460e+02,-2.74563574086461e+03
2.75422870333812e+05	-1.01001040149197e+02,-2.80958981298234e+03
2.81838293126440e+05	-1.01001040151020e+02,-2.87503356680822e+03
2.88403150312656e+05	-1.01001040152936e+02,-2.94200170148679e+03
2.95120922666633e+05	-1.01001040154941e+02,-3.01052972440949e+03
3.01995172040196e+05	-1.01001040157024e+02,-3.08065397004114e+03
3.09029543251354e+05	-1.01001040159222e+02,-3.15241161918498e+03
3.16227766016832e+05	-1.01001040161525e+02,-3.22584071869642e+03
3.23593656929623e+05	-1.01001040163930e+02,-3.30098020165596e+03
3.31131121482585e+05	-1.01001040166444e+02,-3.37786990801205e+03
3.38844156139197e+05	-1.01001040169083e+02,-3.45655060570477e+03
3.46736850452526e+05	-1.01001040171825e+02,-3.53706401228148e+03
3.54813389233569e+05	-1.01001040174724e+02,-3.61945281701609e+03
3.63078054770095e+05	-1.01001040177750e+02,-3.70376070354340e+03
3.71535229097166e+05	-1.01001040180913e+02,-3.79003237302080e+03
3.80189396320555e+05	-1.01001040184233e+02,-3.87831356782938e+03
3.89045144994274e+05	-1.01001040187710e+02,-3.96865109582717e+03
3.98107170553490e+05	-1.01001040191358e+02,-4.06109285516728e+03
4.07380277804106e+05	-1.01001040195177e+02,-4.15568785969412e+03
4.16869383470328e+05	-1.01001040199153e+02,-4.25248626493120e+03
4.26579518801585e+05	-1.01001040203322e+02,-4.35153939467425e+03
4.36515832240158e+05	-1.01001040207709e+02,-4.45289976820380e+03
4.46683592150955e+05	-1.01001040212281e+02,-4.55662112813154e+03
4.57088189614867e+05	-1.01001040217067e+02,-4.66275846889543e+03
4.67735141287190e+05	-1.01001040222125e+02,-4.77136806591843e+03
4.78630092322630e+05	-1.01001040227371e+02,-4.88250750544651e+03
4.89778819368438e+05	-1.01001040232856e+02,-4.99623571508160e+03
5.01187233627263e+05	-1.01001040238615e+02,-5.11261299502582e+03
5.12861383991356e+05	-1.01001040244690e+02,-5.23170105005344e+03
5.24807460249763e+05	-1.01001040250974e+02,-5.35356302222755e+03
5.37031796370243e+05	-1.01001040257619e+02,-5.47826352437882e+03
5.49540873857615e+05	-1.01001040264553e+02,-5.60586867436411e+03
5.62341325190339e+05	-1.01001040271814e+02,-5.73644613012300e+03
5.75439937337147e+05	-1.01001040279416e+02,-5.87006512555092e+03
5.88843655355579e+05	-1.01001040287363e+02,-6.00679650720790e+03
6.02559586074347e+05	-1.01001040295708e+02,-6.14671277188235e+03
6.16595001861471e+05	-1.01001040304424e+02,-6.28988810502982e+03
6.30957344480182e+05	-1.01001040313604e+02,-6.43639842010709e+03
6.45654229034644e+05	-1.01001040323159e+02,-6.58632139882250e+03
6.60693448007584e+05	-1.01001040333177e+02,-6.73973653232384e+03
6.76082975391970e+05	-1.01001040343644e+02,-6.89672516334558e+03
6.91830970918924e+05	-1.01001040354697e+02,-7.05737052933787e+03
7.07945784384125e+05	-1.01001040366166e+02,-7.22175780660015e+03
7.24435960074977e+05	-1.01001040378227e+02,-7.38997415544277e+03
7.41310241300904e+05	-1.01001040390872e+02,-7.56210876640047e+03
7.58577575029170e+05	-1.01001040404034e+02,-7.73825290752246e+03
7.76247116628678e+05	-1.01001040417880e+02,-7.91849997276390e+03
7.94328234724267e+05	-1.01001040432425e+02,-8.10294553150464e+03
8.12830516164085e+05	-1.01001040447579e+02,-8.29168737922135e+03
8.31763771102656e+05	-1.01001040463397e+02,-8.48482558933998e+03
8.51138038202361e+05	-1.01001040480049e+02,-8.68246256629602e+03
8.70963589956065e+05	-1.01001040497434e+02,-8.88470309983069e+03
8.91250938133729e+05	-1.01001040515688e+02,-9.09165442055184e+03
9.12010839355893e+05	-1.01001040534800e+02,-9.30342625678904e+03
9.33254300796974e+05	-1.01001040554798e+02,-9.52013089277299e+03
9.54992586021419e+05	-1.01001040575836e+02,-9.74188322817012e+03
9.77237220955793e+05	-1.01001040597576e+02,-9.96880083900390e+03
9.99999999999982e+05	-1.01001040620673e+02,-1.02010040399952e+04
1.02329299228074e+06	-1.01001040644674e+02,-1.04386159483547e+04
1.04712854805088e+06	-1.01001040669853e+02,-1.06817625490615e+04
1.07151930523759e+06	-1.01001040696163e+02,-1.09305727616617e+04
1.09647819614316e+06	-1.01001040723904e+02,-1.11851785086233e+04
1.12201845430194e+06	-1.01001040752670e+02,-1.14457147852835e+04
1.14815362149686e+06	-1.01001040783069e+02,-1.17123197314248e+04
1.17489755493951e+06	-1.01001040814653e+02,-1.19851347045186e+04
1.20226443461739e+06	-1.01001040847792e+02,-1.22643043546748e+04
1.23026877081236e+06	-1.01001040882733e+02,-1.25499767013370e+04
1.25892541179414e+06	-1.01001040919159e+02,-1.28423032117649e+04
1.28824955169311e+06	-1.01001040956967e+02,-1.31414388813436e+04
1.31825673855638e+06	-1.01001040996996e+02,-1.34475423157648e+04
1.34896288259163e+06	-1.01001041038821e+02,-1.37607758151210e+04
1.38038426460286e+06	-1.01001041082471e+02,-1.40813054599598e+04
1.41253754462273e+06	-1.01001041128307e+02,-1.44093011993416e+04
1.44543977074590e+06	-1.01001041176360e+02,-1.47449369409489e+04
1.47910838816818e+06	-1.01001041226430e+02,-1.50883906432946e+04
1.51356124843618e+06	-1.01001041279185e+02,-1.54398444100779e+04
1.54881661891245e+06	-1.01001041334048e+02,-1.57994845867379e+04
1.58489319246108e+06	-1.01001041391898e+02,-1.61675018592567e+04
1.62181009735890e+06	-1.01001041452077e+02,-1.65440913552634e+04
1.65958690743753e+06	-1.01001041515199e+02,-1.69294527474937e+04
1.69824365246171e+06	-1.01001041581751e+02,-1.73237903596584e+04
1.73780082874934e+06	-1.01001041650952e+02,-1.77273132747793e+04
1.77827941003889e+06	-1.01001041723778e+02,-1.81402354460473e+04
1.81970085860995e+06	-1.01001041799724e+02,-1.85627758102631e+04
1.86208713666283e+06	-1.01001041879458e+02,-1.89951584039210e+04
1.90546071796321e+06	-1.01001041962750e+02,-1.94376124819952e+04
1.94984459975801e+06	-1.01001042050027e+02,-1.98903726394946e+04
1.99526231496884e+06	-1.01001042141010e+02,-2.03536789358477e+04
2.04173794466949e+06	-1.01001042236836e+02,-2.08277770221853e+04
2.08929613085400e+06	-1.01001042337321e+02,-2.13129182715883e+04
2.13796208950219e+06	-1.01001042441932e+02,-2.18093599123688e+04
2.18776162394951e+06	-1.01001042551961e+02,-2.23173651644558e+04
2.23872113856830e+06	-1.01001042666938e+02,-2.28372033789582e+04
2.29086765276773e+06	-1.01001042787349e+02,-2.33691501809783e+04
2.34422881531988e+06	-1.01001042913848e+02,-2.39134876157516e+04
2.39883291901944e+06	-1.01001043046118e+02,-2.44705042981912e+04
2.45470891568498e+06	-1.01001043184293e+02,-2.50404955659152e+04
2.51188643150953e+06	-1.01001043329036e+02,-2.56237636358383e+04
2.57039578276881e+06	-1.01001043480574e+02,-2.62206177644117e+04
2.63026799189533e+06	-1.01001043639724e+02,-2.68313744115948e+04
2.69153480392686e+06	-1.01001043805888e+02,-2.74563574086461e+04
2.75422870333811e+06	-1.01001043979595e+02,-2.80958981298233e+04
2.81838293126440e+06	-1.01001044162768e+02,-2.87503356680821e+04
2.88403150312655e+06	-1.01001044353526e+02,-2.94200170148679e+04
2.95120922666633e+06	-1.01001044552632e+02,-3.01052972440948e+04
3.01995172040196e+06	-1.01001044762898e+02,-3.08065397004113e+04
3.09029543251353e+06	-1.01001044982484e+02,-3.15241161918498e+04
3.16227766016832e+06	-1.01001045212108e+02,-3.22584071869641e+04
3.23593656929622e+06	-1.01001045452162e+02,-3.30098020165595e+04
3.31131121482585e+06	-1.01001045704514e+02,-3.37786990801204e+04
3.38844156139196e+06	-1.01001045967135e+02,-3.45655060570476e+04
3.46736850452525e+06	-1.01001046244134e+02,-3.53706401228148e+04
3.54813389233568e+06	-1.01001046533337e+02,-3.61945281701608e+04
3.63078054770094e+06	-1.01001046835600e+02,-3.70376070354339e+04
3.71535229097165e+06	-1.01001047151739e+02,-3.79003237302079e+04
3.80189396320554e+06	-1.01001047483596e+02,-3.87831356782937e+04
3.89045144994273e+06	-1.01001047831761e+02,-3.96865109582716e+04
3.98107170553489e+06	-1.01001048196062e+02,-4.06109285516727e+04
4.07380277804105e+06	-1.01001048575333e+02,-4.15568785969411e+04
4.16869383470327e+06	-1.01001048975147e+02,-4.25248626493119e+04
4.26579518801584e+06	-1.01001049394213e+02,-4.35153939467424e+04
4.36515832240157e+06	-1.01001049830853e+02,-4.45289976820379e+04
4.46683592150954e+06	-1.01001050290501e+02,-4.55662112813153e+04
4.57088189614866e+06	-1.01001050768030e+02,-4.66275846889542e+04
4.67735141287189e+06	-1.01001051271014e+02,-4.77136806591842e+04
4.78630092322629e+06	-1.01001051798326e+02,-4.88250750544649e+04
4.89778819368436e+06	-1.01001052346183e+02,-4.99623571508158e+04
5.01187233627262e+06	-1.01001052924343e+02,-5.11261299502581e+04
5.12861383991355e+06	-1.01001053526422e+02,-5.23170105005343e+04
5.24807460249762e+06	-1.01001054160726e+02,-5.35356302222753e+04
5.37031796370242e+06	-1.01001054821830e+02,-5.47826352437881e+04
5.49540873857613e+06	-1.01001055514265e+02,-5.60586867436410e+04
5.62341325190338e+06	-1.01001056241822e+02,-5.73644613012299e+04
5.75439937337145e+06	-1.01001057000297e+02,-5.87006512555090e+04
5.88843655355577e+06	-1.01001057799481e+02,-6.00679650720788e+04
6.02559586074345e+06	-1.01001058633740e+02,-6.14671277188234e+04
6.16595001861470e+06	-1.01001059503487e+02,-6.28988810502980e+04
6.30957344480180e+06	-1.01001060419902e+02,-6.43639842010707e+04
6.45654229034642e+06	-1.01001061378325e+02,-6.58632139882248e+04
6.60693448007582e+06	-1.01001062377032e+02,-6.73973653232382e+04
6.76082975391968e+06	-1.01001063425980e+02,-6.89672516334556e+04
6.91830970918922e+06	-1.01001064529433e+02,-7.05737052933784e+04
7.07945784384123e+06	-1.01001065677463e+02,-7.22175780660014e+04
7.24435960074975e+06	-1.01001066880378e+02,-7.38997415544275e+04
7.41310241300902e+06	-1.01001068145018e+02,-7.56210876640045e+04
7.58577575029168e+06	-1.01001069460567e+02,-7.73825290752244e+04
7.76247116628676e+06	-1.01001070847133e+02,-7.91849997276388e+04
7.94328234724265e+06	-1.01001072299256e+02,-8.10294553150462e+04
8.12830516164082e+06	-1.01001073816364e+02,-8.29168737922133e+04
8.31763771102654e+06	-1.01001075402552e+02,-8.48482558933995e+04
8.51138038202359e+06	-1.01001077068860e+02,-8.68246256629600e+04
8.70963589956062e+06	-1.01001078807315e+02,-8.88470309983067e+04
8.91250938133727e+06	-1.01001080634334e+02,-9.09165442055181e+04
9.12010839355890e+06	-1.01001082550178e+02,-9.30342625678901e+04
9.33254300796971e+06	-1.01001084545659e+02,-9.52013089277296e+04
9.54992586021416e+06	-1.01001086633136e+02,-9.74188322817009e+04
9.77237220955790e+06	-1.01001088821932e+02,-9.96880083900386e+04
1.00000000000000e+07	-1.01001091129097e+02,-1.02010040399954e+05
