Freq.	V(vout)	V(n003)
3.80189396320550e+007	(-1.16236414558210e+002dB,-3.26988360932990e+001°)	(-6.26521982510611e+001dB,5.71812382420292e+001°)
3.89045144994270e+007	(-1.16264833109310e+002dB,-3.32584122623907e+001°)	(-6.24806176585024e+001dB,5.66243919066412e+001°)
3.98107170553486e+007	(-1.16294206155932e+002dB,-3.38354650249842e+001°)	(-6.23099915229240e+001dB,5.60500068396641e+001°)
4.07380277804101e+007	(-1.16324606557707e+002dB,-3.44298323489493e+001°)	(-6.21403927056913e+001dB,5.54582464876295e+001°)
4.16869383470324e+007	(-1.16356105272794e+002dB,-3.50413798063210e+001°)	(-6.19718921666209e+001dB,5.48492466607099e+001°)
4.26579518801581e+007	(-1.16388771838480e+002dB,-3.56699969313400e+001°)	(-6.18045594445810e+001dB,5.42231191754120e+001°)
4.36515832240154e+007	(-1.16422674786194e+002dB,-3.63155938490704e+001°)	(-6.16384630725112e+001dB,5.35799552266738e+001°)
4.46683592150950e+007	(-1.16457881999216e+002dB,-3.69780981516811e+001°)	(-6.14736709351355e+001dB,5.29198285122836e+001°)
4.57088189614862e+007	(-1.16494461020162e+002dB,-3.76574520002008e+001°)	(-6.13102505764465e+001dB,5.22427981318087e+001°)
4.67735141287185e+007	(-1.16532479314285e+002dB,-3.83536094309379e+001°)	(-6.11482694630130e+001dB,5.15489112808439e+001°)
4.78630092322625e+007	(-1.16572004493757e+002dB,-3.90665338468599e+001°)	(-6.09877952082652e+001dB,5.08382057602843e+001°)
4.89778819368432e+007	(-1.16613104507327e+002dB,-3.97961956759844e+001°)	(-6.08288957621508e+001dB,5.01107123185734e+001°)
5.01187233627258e+007	(-1.16655847799064e+002dB,-4.05425701801104e+001°)	(-6.06716395698846e+001dB,4.93664568435951e+001°)
5.12861383991350e+007	(-1.16700303439353e+002dB,-4.13056353988888e+001°)	(-6.05160957029476e+001dB,4.86054624192127e+001°)
5.24807460249758e+007	(-1.16746541230814e+002dB,-4.20853702158648e+001°)	(-6.03623339650037e+001dB,4.78277512598218e+001°)
5.37031796370237e+007	(-1.16794631791367e+002dB,-4.28817525343285e+001°)	(-6.02104249749724e+001dB,4.70333465350822e+001°)
5.49540873857609e+007	(-1.16844646616353e+002dB,-4.36947575525733e+001°)	(-6.00604402291464e+001dB,4.62222740952279e+001°)
5.62341325190333e+007	(-1.16896658121266e+002dB,-4.45243561293671e+001°)	(-5.99124521439304e+001dB,4.53945641061523e+001°)
5.75439937337140e+007	(-1.16950739666426e+002dB,-4.53705132317562e+001°)	(-5.97665340805155e+001dB,4.45502526021465e+001°)
5.88843655355572e+007	(-1.17006965564702e+002dB,-4.62331864588020e+001°)	(-5.96227603525983e+001dB,4.36893829626948e+001°)
6.02559586074340e+007	(-1.17065411073169e+002dB,-4.71123246356674e+001°)	(-5.94812062180489e+001dB,4.28120073189058e+001°)
6.16595001861464e+007	(-1.17126152369512e+002dB,-4.80078664740140e+001°)	(-5.93419478553085e+001dB,4.19181878936231e+001°)
6.30957344480175e+007	(-1.17189266513784e+002dB,-4.89197392953610e+001°)	(-5.92050623251526e+001dB,4.10079982785612e+001°)
6.45654229034637e+007	(-1.17254831396089e+002dB,-4.98478578153030e+001°)	(-5.90706275183777e+001dB,4.00815246505719e+001°)
6.60693448007577e+007	(-1.17322925670676e+002dB,-5.07921229872826e+001°)	(-5.89387220898904e+001dB,3.91388669283456e+001°)
6.76082975391962e+007	(-1.17393628676854e+002dB,-5.17524209055298e+001°)	(-5.88094253796299e+001dB,3.81801398699329e+001°)
6.91830970918916e+007	(-1.17467020347136e+002dB,-5.27286217673628e+001°)	(-5.86828173207123e+001dB,3.72054741108972e+001°)
7.07945784384117e+007	(-1.17543181103013e+002dB,-5.37205788962399e+001°)	(-5.85589783352001e+001dB,3.62150171417030e+001°)
7.24435960074969e+007	(-1.17622191738698e+002dB,-5.47281278268866e+001°)	(-5.84379892178572e+001dB,3.52089342230211e+001°)
7.41310241300896e+007	(-1.17704133293302e+002dB,-5.57510854551873e+001°)	(-5.83199310083183e+001dB,3.41874092362584e+001°)
7.58577575029162e+007	(-1.17789086911822e+002dB,-5.67892492553125e+001°)	(-5.82048848520798e+001dB,3.31506454668428e+001°)
7.76247116628669e+007	(-1.17877133695436e+002dB,-5.78423965674581e+001°)	(-5.80929318507972e+001dB,3.20988663168865e+001°)
7.94328234724258e+007	(-1.17968354541623e+002dB,-5.89102839597239e+001°)	(-5.79841529024073e+001dB,3.10323159437010e+001°)
8.12830516164076e+007	(-1.18062829974691e+002dB,-5.99926466678851e+001°)	(-5.78786285316519e+001dB,2.99512598204107e+001°)
8.31763771102647e+007	(-1.18160639967353e+002dB,-6.10891981171689e+001°)	(-5.77764387116618e+001dB,2.88559852145514e+001°)
8.51138038202352e+007	(-1.18261863754078e+002dB,-6.21996295298811e+001°)	(-5.76776626773029e+001dB,2.77468015808116e+001°)
8.70963589956055e+007	(-1.18366579637013e+002dB,-6.33236096232080e+001°)	(-5.75823787311007e+001dB,2.66240408635891e+001°)
8.91250938133720e+007	(-1.18474864785353e+002dB,-6.44607844010607e+001°)	(-5.74906640426136e+001dB,2.54880577054977e+001°)
9.12010839355883e+007	(-1.18586795029109e+002dB,-6.56107770436026e+001°)	(-5.74025944421983e+001dB,2.43392295581827e+001°)
9.33254300796964e+007	(-1.18702444648325e+002dB,-6.67731878982747e+001°)	(-5.73182442102304e+001dB,2.31779566916298e+001°)
9.54992586021408e+007	(-1.18821886158851e+002dB,-6.79475945752086e+001°)	(-5.72376858628738e+001dB,2.20046620990803e+001°)
9.77237220955782e+007	(-1.18945190095854e+002dB,-6.91335521498407e+001°)	(-5.71609899355980e+001dB,2.08197912947362e+001°)
1.00000000000000e+008	(-1.19072424796346e+002dB,-7.03305934749091e+001°)	(-5.70882247657030e+001dB,1.96238120020762e+001°)
