Freq.	V(vout)/(V(Vip)-V(Vim))
3.63078054770097e+03	(8.15924801401144e-05dB,-3.45823769319931e-02°)
3.71535229097168e+03	(8.15599452520083e-05dB,-3.53879041618750e-02°)
3.80189396320557e+03	(8.15258774446547e-05dB,-3.62121945449611e-02°)
3.89045144994276e+03	(8.14902036342711e-05dB,-3.70556851322109e-02°)
3.98107170553493e+03	(8.14528486985039e-05dB,-3.79188231548781e-02°)
4.07380277804108e+03	(8.14137335111471e-05dB,-3.88020662616457e-02°)
4.16869383470331e+03	(8.13727747145629e-05dB,-3.97058827612841e-02°)
4.26579518801588e+03	(8.13298854564211e-05dB,-4.06307518709620e-02°)
4.36515832240161e+03	(8.12849754591290e-05dB,-4.15771639703419e-02°)
4.46683592150958e+03	(8.12379481133759e-05dB,-4.25456208615953e-02°)
4.57088189614870e+03	(8.11887053575841e-05dB,-4.35366360354726e-02°)
4.67735141287193e+03	(8.11371407926743e-05dB,-4.45507349435745e-02°)
4.78630092322633e+03	(8.10831464187946e-05dB,-4.55884552769622e-02°)
4.89778819368441e+03	(8.10266074974306e-05dB,-4.66503472512614e-02°)
5.01187233627267e+03	(8.09674038108053e-05dB,-4.77369738984051e-02°)
5.12861383991359e+03	(8.09054096522352e-05dB,-4.88489113651743e-02°)
5.24807460249767e+03	(8.08404941713560e-05dB,-4.99867492186923e-02°)
5.37031796370247e+03	(8.07725192024761e-05dB,-5.11510907590364e-02°)
5.49540873857618e+03	(8.07013401768219e-05dB,-5.23425533391319e-02°)
5.62341325190343e+03	(8.06268072642896e-05dB,-5.35617686920972e-02°)
5.75439937337150e+03	(8.05487610976562e-05dB,-5.48093832662167e-02°)
5.88843655355582e+03	(8.04670369210771e-05dB,-5.60860585677158e-02°)
6.02559586074351e+03	(8.03814611802546e-05dB,-5.73924715115209e-02°)
6.16595001861475e+03	(8.02918517095142e-05dB,-5.87293147801926e-02°)
6.30957344480186e+03	(8.01980196951566e-05dB,-6.00972971912186e-02°)
6.45654229034648e+03	(8.00997650139399e-05dB,-6.14971440728648e-02°)
6.60693448007588e+03	(7.99968799939209e-05dB,-6.29295976487820e-02°)
6.76082975391974e+03	(7.98891455436783e-05dB,-6.43954174315732e-02°)
6.91830970918928e+03	(7.97763337077556e-05dB,-6.58953806255282e-02°)
7.07945784384129e+03	(7.96582052770774e-05dB,-6.74302825387435e-02°)
7.24435960074981e+03	(7.95345089326323e-05dB,-6.90009370048417e-02°)
7.41310241300908e+03	(7.94049830275317e-05dB,-7.06081768145161e-02°)
7.58577575029174e+03	(7.92693528772713e-05dB,-7.22528541571304e-02°)
7.76247116628682e+03	(7.91273303990736e-05dB,-7.39358410726061e-02°)
7.94328234724272e+03	(7.89786140193099e-05dB,-7.56580299138386e-02°)
8.12830516164089e+03	(7.88228885500643e-05dB,-7.74203338198862e-02°)
8.31763771102661e+03	(7.86598244485329e-05dB,-7.92236872001849e-02°)
8.51138038202366e+03	(7.84890746154822e-05dB,-8.10690462300450e-02°)
8.70963589956070e+03	(7.83102765495317e-05dB,-8.29573893576918e-02°)
8.91250938133734e+03	(7.81230524377958e-05dB,-8.48897178231201e-02°)
9.12010839355898e+03	(7.79270039794151e-05dB,-8.68670561890401e-02°)
9.33254300796979e+03	(7.77217153865101e-05dB,-8.88904528841920e-02°)
9.54992586021424e+03	(7.75067517679768e-05dB,-9.09609807593217e-02°)
9.77237220955798e+03	(7.72816565856063e-05dB,-9.30797376561120e-02°)
9.99999999999987e+03	(7.70459520629485e-05dB,-9.52478469893696e-02°)
1.02329299228074e+04	(7.67991386664995e-05dB,-9.74664583427779e-02°)
1.04712854805089e+04	(7.65406923593123e-05dB,-9.97367480785348e-02°)
1.07151930523759e+04	(7.62700652220080e-05dB,-1.02059919961193e-01°)
1.09647819614317e+04	(7.59866828606749e-05dB,-1.04437205796044e-01°)
1.12201845430195e+04	(7.56899439864130e-05dB,-1.06869866082368e-01°)
1.14815362149687e+04	(7.53792195840778e-05dB,-1.09359190681923e-01°)
1.17489755493951e+04	(7.50538495371484e-05dB,-1.11906499502998e-01°)
1.20226443461740e+04	(7.47131441455497e-05dB,-1.14513143200415e-01°)
1.23026877081237e+04	(7.43563806000835e-05dB,-1.17180503891850e-01°)
1.25892541179415e+04	(7.39828012717070e-05dB,-1.19909995890840e-01°)
1.28824955169312e+04	(7.35916140335936e-05dB,-1.22703066456876e-01°)
1.31825673855639e+04	(7.31819894337257e-05dB,-1.25561196562989e-01°)
1.34896288259164e+04	(7.27530574914001e-05dB,-1.28485901681215e-01°)
1.38038426460287e+04	(7.23039083683654e-05dB,-1.31478732586372e-01°)
1.41253754462274e+04	(7.18335886484475e-05dB,-1.34541276178582e-01°)
1.44543977074591e+04	(7.13411011735807e-05dB,-1.37675156324951e-01°)
1.47910838816819e+04	(7.08254002684606e-05dB,-1.40882034720887e-01°)
1.51356124843619e+04	(7.02853915997122e-05dB,-1.44163611771486e-01°)
1.54881661891246e+04	(6.97199302298483e-05dB,-1.47521627493466e-01°)
1.58489319246109e+04	(6.91278156779751e-05dB,-1.50957862438142e-01°)
1.62181009735891e+04	(6.85077903266814e-05dB,-1.54474138635903e-01°)
1.65958690743754e+04	(6.78585399735709e-05dB,-1.58072320562726e-01°)
1.69824365246172e+04	(6.71786865351532e-05dB,-1.61754316129219e-01°)
1.73780082874935e+04	(6.64667864633592e-05dB,-1.65522077692727e-01°)
1.77827941003890e+04	(6.57213294571313e-05dB,-1.69377603093046e-01°)
1.81970085860996e+04	(6.49407336600243e-05dB,-1.73322936712288e-01°)
1.86208713666284e+04	(6.41233417893300e-05dB,-1.77360170559463e-01°)
1.90546071796322e+04	(6.32674196740651e-05dB,-1.81491445380361e-01°)
1.94984459975802e+04	(6.23711499077017e-05dB,-1.85718951793323e-01°)
1.99526231496885e+04	(6.14326299965480e-05dB,-1.90044931451502e-01°)
2.04173794466950e+04	(6.04498692197857e-05dB,-1.94471678232245e-01°)
2.08929613085401e+04	(5.94207793892004e-05dB,-1.99001539454215e-01°)
2.13796208950220e+04	(5.83431776899071e-05dB,-2.03636917122920e-01°)
2.18776162394952e+04	(5.72147762963653e-05dB,-2.08380269205297e-01°)
2.23872113856831e+04	(5.60331790202020e-05dB,-2.13234110934047e-01°)
2.29086765276774e+04	(5.47958773987101e-05dB,-2.18201016142403e-01°)
2.34422881531989e+04	(5.35002458402207e-05dB,-2.23283618630056e-01°)
2.39883291901946e+04	(5.21435314579672e-05dB,-2.28484613560965e-01°)
2.45470891568500e+04	(5.07228547043252e-05dB,-2.33806758893793e-01°)
2.51188643150954e+04	(4.92352000127254e-05dB,-2.39252876845742e-01°)
2.57039578276883e+04	(4.76774062350959e-05dB,-2.44825855390575e-01°)
2.63026799189534e+04	(4.60461665411983e-05dB,-2.50528649791600e-01°)
2.69153480392688e+04	(4.43380166014152e-05dB,-2.56364284170477e-01°)
2.75422870333813e+04	(4.25493280809809e-05dB,-2.62335853112655e-01°)
2.81838293126441e+04	(4.06763023694628e-05dB,-2.68446523310317e-01°)
2.88403150312656e+04	(3.87149614500139e-05dB,-2.74699535243709e-01°)
2.95120922666634e+04	(3.66611374783043e-05dB,-2.81098204901756e-01°)
3.01995172040197e+04	(3.45104685060625e-05dB,-2.87645925542892e-01°)
3.09029543251354e+04	(3.22583853289204e-05dB,-2.94346169497034e-01°)
3.16227766016833e+04	(2.99001032040188e-05dB,-3.01202490009702e-01°)
3.23593656929623e+04	(2.74306107073515e-05dB,-3.08218523129236e-01°)
3.31131121482586e+04	(2.48446595032732e-05dB,-3.15397989638159e-01°)
3.38844156139197e+04	(2.21367553868234e-05dB,-3.22744697029706e-01°)
3.46736850452526e+04	(1.93011423828096e-05dB,-3.30262541530592e-01°)
3.54813389233570e+04	(1.63317931456739e-05dB,-3.37955510171116e-01°)
3.63078054770096e+04	(1.32223944913230e-05dB,-3.45827682903699e-01°)
3.71535229097167e+04	(9.96633741100875e-06dB,-3.53883234771019e-01°)
3.80189396320555e+04	(6.55669844277141e-06dB,-3.62126438124914e-01°)
3.89045144994275e+04	(2.98622607842579e-06dB,-3.70561664897240e-01°)
3.98107170553491e+04	(-7.52673029244750e-07dB,-3.79193388923921e-01°)
4.07380277804107e+04	(-4.66795046413592e-06dB,-3.88026188323459e-01°)
4.16869383470329e+04	(-8.76793581115617e-06dB,-3.97064747931176e-01°)
4.26579518801586e+04	(-1.30613520745738e-05dB,-4.06313861790536e-01°)
4.36515832240159e+04	(-1.75573346058111e-05dB,-4.15778435702867e-01°)
4.46683592150956e+04	(-2.22654517673168e-05dB,-4.25463489836903e-01°)
4.57088189614868e+04	(-2.71957249921187e-05dB,-4.35374161399551e-01°)
4.67735141287191e+04	(-3.23586501214555e-05dB,-4.45515707369338e-01°)
4.78630092322631e+04	(-3.77652193425977e-05dB,-4.55893507294035e-01°)
4.89778819368439e+04	(-4.34269467336798e-05dB,-4.66513066153996e-01°)
5.01187233627264e+04	(-4.93558926286492e-05dB,-4.77380017292763e-01°)
5.12861383991357e+04	(-5.55646866181760e-05dB,-4.88500125416545e-01°)
5.24807460249764e+04	(-6.20665591799586e-05dB,-4.99879289664244e-01°)
5.37031796370244e+04	(-6.88753674696309e-05dB,-5.11523546749666e-01°)
5.49540873857616e+04	(-7.60056257006230e-05dB,-5.23439074177697e-01°)
5.62341325190340e+04	(-8.34725376877489e-05dB,-5.35632193536184e-01°)
5.75439937337148e+04	(-9.12920283838560e-05dB,-5.48109373865354e-01°)
5.88843655355580e+04	(-9.94807783277061e-05dB,-5.60877235106616e-01°)
6.02559586074348e+04	(-1.08056261766939e-04dB,-5.73942551632689e-01°)
6.16595001861472e+04	(-1.17036782470567e-04dB,-5.87312255860971e-01°)
6.30957344480183e+04	(-1.26441514001711e-04dB,-6.00993441952194e-01°)
6.45654229034645e+04	(-1.36290542352311e-04dB,-6.14993369596401e-01°)
6.60693448007586e+04	(-1.46604909071998e-04dB,-6.29319467888373e-01°)
6.76082975391971e+04	(-1.57406656321375e-04dB,-6.43979339294640e-01°)
6.91830970918925e+04	(-1.68718875353282e-04dB,-6.58980763714343e-01°)
7.07945784384127e+04	(-1.80565759642101e-04dB,-6.74331702636186e-01°)
7.24435960074979e+04	(-1.92972654355391e-04dB,-6.90040303393821e-01°)
7.41310241300906e+04	(-2.05966111948412e-04dB,-7.06114903522068e-01°)
7.58577575029172e+04	(-2.19573953502821e-04dB,-7.22564035216429e-01°)
7.76247116628679e+04	(-2.33825326723657e-04dB,-7.39396429898404e-01°)
7.94328234724269e+04	(-2.48750773022471e-04dB,-7.56621022889209e-01°)
8.12830516164086e+04	(-2.64382291318115e-04dB,-7.74246958194524e-01°)
8.31763771102658e+04	(-2.80753412068980e-04dB,-7.92283593403021e-01°)
8.51138038202363e+04	(-2.97899269361125e-04dB,-8.10740504701440e-01°)
8.70963589956067e+04	(-3.15856679949802e-04dB,-8.29627492009084e-01°)
8.91250938133731e+04	(-3.34664225227666e-04dB,-8.48954584234666e-01°)
9.12010839355895e+04	(-3.54362333924265e-04dB,-8.68732044658514e-01°)
9.33254300796976e+04	(-3.74993377221558e-04dB,-8.88970376443260e-01°)
9.54992586021420e+04	(-3.96601760266987e-04dB,-9.09680328276117e-01°)
9.77237220955795e+04	(-4.19234021937708e-04dB,-9.30872900146049e-01°)
9.99999999999984e+04	(-4.42938940006026e-04dB,-9.52559349259159e-01°)
1.02329299228074e+05	(-4.67767639348880e-04dB,-9.74751196095682e-01°)
1.04712854805088e+05	(-4.93773710317384e-04dB,-9.97460230612141e-01°)
1.07151930523759e+05	(-5.21013326529949e-04dB,-1.02069851859221e+00°)
1.09647819614317e+05	(-5.49545373321130e-04dB,-1.04447840815000e+00°)
1.12201845430195e+05	(-5.79431582433359e-04dB,-1.06881253638956e+00°)
1.14815362149686e+05	(-6.10736671619037e-04dB,-1.09371383622438e+00°)
1.17489755493951e+05	(-6.43528493298269e-04dB,-1.11919554336103e+00°)
1.20226443461739e+05	(-6.77878188599401e-04dB,-1.14527120345077e+00°)
1.23026877081236e+05	(-7.13860352126728e-04dB,-1.17195467941355e+00°)
1.25892541179415e+05	(-7.51553203849353e-04dB,-1.19926015893839e+00°)
1.28824955169311e+05	(-7.91038770188574e-04dB,-1.22720216216475e+00°)
1.31825673855639e+05	(-8.32403071891995e-04dB,-1.25579554954916e+00°)
1.34896288259163e+05	(-8.75736327825935e-04dB,-1.28505552992181e+00°)
1.38038426460286e+05	(-9.21133163596059e-04dB,-1.31499766873760e+00°)
1.41253754462273e+05	(-9.68692834081048e-04dB,-1.34563789652662e+00°)
1.44543977074590e+05	(-1.01851945466496e-03dB,-1.37699251754871e+00°)
1.47910838816818e+05	(-1.07072225089236e-03dB,-1.40907821865718e+00°)
1.51356124843618e+05	(-1.12541581326015e-03dB,-1.44191207837668e+00°)
1.54881661891246e+05	(-1.18272037414099e-03dB,-1.47551157620049e+00°)
1.58489319246109e+05	(-1.24276208945121e-03dB,-1.50989460211218e+00°)
1.62181009735890e+05	(-1.30567334572196e-03dB,-1.54507946633731e+00°)
1.65958690743753e+05	(-1.37159307527648e-03dB,-1.58108490933031e+00°)
1.69824365246172e+05	(-1.44066709388603e-03dB,-1.61793011200210e+00°)
1.73780082874935e+05	(-1.51304845404009e-03dB,-1.65563470619404e+00°)
1.77827941003889e+05	(-1.58889781795759e-03dB,-1.69421878540370e+00°)
1.81970085860995e+05	(-1.66838384894557e-03dB,-1.73370291576821e+00°)
1.86208713666284e+05	(-1.75168362732889e-03dB,-1.77410814731082e+00°)
1.90546071796322e+05	(-1.83898308621615e-03dB,-1.81545602545640e+00°)
1.94984459975801e+05	(-1.93047747340794e-03dB,-1.85776860282165e+00°)
1.99526231496885e+05	(-2.02637183487078e-03dB,-1.90106845128571e+00°)
2.04173794466949e+05	(-2.12688152692471e-03dB,-1.94537867434692e+00°)
2.08929613085400e+05	(-2.23223275939413e-03dB,-1.99072291977144e+00°)
2.13796208950220e+05	(-2.34266316176803e-03dB,-2.03712539253930e+00°)
2.18776162394952e+05	(-2.45842238447369e-03dB,-2.08461086809352e+00°)
2.23872113856830e+05	(-2.57977273539607e-03dB,-2.13320470589769e+00°)
2.29086765276773e+05	(-2.70698984267243e-03dB,-2.18293286330728e+00°)
2.34422881531988e+05	(-2.84036336746118e-03dB,-2.23382190976010e+00°)
2.39883291901945e+05	(-2.98019774010312e-03dB,-2.28589904129055e+00°)
2.45470891568499e+05	(-3.12681294869135e-03dB,-2.33919209537267e+00°)
2.51188643150954e+05	(-3.28054536690563e-03dB,-2.39372956609645e+00°)
2.57039578276882e+05	(-3.44174862339237e-03dB,-2.44954061968145e+00°)
2.63026799189534e+05	(-3.61079452516126e-03dB,-2.50665511033190e+00°)
2.69153480392687e+05	(-3.78807402443342e-03dB,-2.56510359643646e+00°)
2.75422870333812e+05	(-3.97399824514777e-03dB,-2.62491735711603e+00°)
2.81838293126440e+05	(-4.16899955686135e-03dB,-2.68612840912197e+00°)
2.88403150312656e+05	(-4.37353271551177e-03dB,-2.74876952408705e+00°)
2.95120922666633e+05	(-4.58807605694576e-03dB,-2.81287424613059e+00°)
3.01995172040196e+05	(-4.81313275996763e-03dB,-2.87847690981877e+00°)
3.09029543251354e+05	(-5.04923217358932e-03dB,-2.94561265848049e+00°)
3.16227766016832e+05	(-5.29693121590046e-03dB,-3.01431746287835e+00°)
3.23593656929623e+05	(-5.55681584630565e-03dB,-3.08462814023376e+00°)
3.31131121482585e+05	(-5.82950261333756e-03dB,-3.15658237360421e+00°)
3.38844156139197e+05	(-6.11564028270854e-03dB,-3.23021873161018e+00°)
3.46736850452526e+05	(-6.41591155162741e-03dB,-3.30557668850813e+00°)
3.54813389233569e+05	(-6.73103484630902e-03dB,-3.38269664460524e+00°)
3.63078054770095e+05	(-7.06176621137240e-03dB,-3.46161994701080e+00°)
3.71535229097166e+05	(-7.40890129728526e-03dB,-3.54238891071812e+00°)
3.80189396320555e+05	(-7.77327743719748e-03dB,-3.62504684000994e+00°)
3.89045144994274e+05	(-8.15577583695696e-03dB,-3.70963805017983e+00°)
3.98107170553490e+05	(-8.55732385746460e-03dB,-3.79620788956061e+00°)
4.07380277804106e+05	(-8.97889741753402e-03dB,-3.88480276185069e+00°)
4.16869383470328e+05	(-9.42152349959699e-03dB,-3.97547014872810e+00°)
4.26579518801585e+05	(-9.88628277902595e-03dB,-4.06825863274136e+00°)
4.36515832240158e+05	(-1.03743123673175e-02dB,-4.16321792046597e+00°)
4.46683592150955e+05	(-1.08868086837941e-02dB,-4.26039886591466e+00°)
4.57088189614867e+05	(-1.14250304492182e-02dB,-4.35985349418918e+00°)
4.67735141287190e+05	(-1.19903018121871e-02dB,-4.46163502536146e+00°)
4.78630092322630e+05	(-1.25840156102735e-02dB,-4.56579789857145e+00°)
4.89778819368438e+05	(-1.32076367646079e-02dB,-4.67239779632964e+00°)
5.01187233627263e+05	(-1.38627058197225e-02dB,-4.78149166901205e+00°)
5.12861383991356e+05	(-1.45508426221399e-02dB,-4.89313775953623e+00°)
5.24807460249763e+05	(-1.52737501520585e-02dB,-5.00739562820732e+00°)
5.37031796370243e+05	(-1.60332185008517e-02dB,-5.12432617772432e+00°)
5.49540873857615e+05	(-1.68311290047508e-02dB,-5.24399167833732e+00°)
5.62341325190339e+05	(-1.76694585404050e-02dB,-5.36645579314808e+00°)
5.75439937337147e+05	(-1.85502839733206e-02dB,-5.49178360354742e+00°)
5.88843655355579e+05	(-1.94757867800789e-02dB,-5.62004163478444e+00°)
6.02559586074347e+05	(-2.04482578398638e-02dB,-5.75129788166431e+00°)
6.16595001861471e+05	(-2.14701023963160e-02dB,-5.88562183437257e+00°)
6.30957344480182e+05	(-2.25438452016814e-02dB,-6.02308450442605e+00°)
6.45654229034644e+05	(-2.36721358509066e-02dB,-6.16375845075177e+00°)
6.60693448007584e+05	(-2.48577542983080e-02dB,-6.30771780589646e+00°)
6.76082975391970e+05	(-2.61036165806804e-02dB,-6.45503830237115e+00°)
6.91830970918924e+05	(-2.74127807400203e-02dB,-6.60579729913558e+00°)
7.07945784384125e+05	(-2.87884529682987e-02dB,-6.76007380822845e+00°)
7.24435960074977e+05	(-3.02339939656270e-02dB,-6.91794852154904e+00°)
7.41310241300904e+05	(-3.17529255425772e-02dB,-7.07950383779606e+00°)
7.58577575029170e+05	(-3.33489374588501e-02dB,-7.24482388956791e+00°)
7.76247116628678e+05	(-3.50258945283372e-02dB,-7.41399457062755e+00°)
7.94328234724267e+05	(-3.67878439888097e-02dB,-7.58710356333190e+00°)
8.12830516164085e+05	(-3.86390231624300e-02dB,-7.76424036622299e+00°)
8.31763771102656e+05	(-4.05838674176468e-02dB,-7.94549632177331e+00°)
8.51138038202361e+05	(-4.26270184531102e-02dB,-8.13096464427277e+00°)
8.70963589956065e+05	(-4.47733329234594e-02dB,-8.32074044783795e+00°)
8.91250938133729e+05	(-4.70278914200337e-02dB,-8.51492077451731e+00°)
9.12010839355893e+05	(-4.93960078418273e-02dB,-8.71360462245690e+00°)
9.33254300796974e+05	(-5.18832391653552e-02dB,-8.91689297408191e+00°)
9.54992586021419e+05	(-5.44953956483417e-02dB,-9.12488882423810e+00°)
9.77237220955793e+05	(-5.72385514894762e-02dB,-9.33769720822587e+00°)
9.99999999999982e+05	(-6.01190559669259e-02dB,-9.55542522964589e+00°)
1.02329299228074e+06	(-6.31435450909246e-02dB,-9.77818208796219e+00°)
1.04712854805088e+06	(-6.63189537935149e-02dB,-1.00060791056730e+01°)
1.07151930523759e+06	(-6.96525286847607e-02dB,-1.02392297549643e+01°)
1.09647819614316e+06	(-7.31518414106694e-02dB,-1.04777496837036e+01°)
1.12201845430194e+06	(-7.68248026358546e-02dB,-1.07217567406151e+01°)
1.14815362149686e+06	(-8.06796766899868e-02dB,-1.09713709994594e+01°)
1.17489755493951e+06	(-8.47250969004943e-02dB,-1.12267147820193e+01°)
1.20226443461739e+06	(-8.89700816514258e-02dB,-1.14879126796788e+01°)
1.23026877081236e+06	(-9.34240511923279e-02dB,-1.17550915733576e+01°)
1.25892541179414e+06	(-9.80968452368229e-02dB,-1.20283806515468e+01°)
1.28824955169311e+06	(-1.02998741369575e-01dB,-1.23079114261659e+01°)
1.31825673855638e+06	(-1.08140474303582e-01dB,-1.25938177459459e+01°)
1.34896288259163e+06	(-1.13533256015662e-01dB,-1.28862358070142e+01°)
1.38038426460286e+06	(-1.19188796778723e-01dB,-1.31853041603388e+01°)
1.41253754462273e+06	(-1.25119327135031e-01dB,-1.34911637156639e+01°)
1.44543977074590e+06	(-1.31337620828816e-01dB,-1.38039577415453e+01°)
1.47910838816818e+06	(-1.37857018721277e-01dB,-1.41238318610664e+01°)
1.51356124843618e+06	(-1.44691453725512e-01dB,-1.44509340427936e+01°)
1.54881661891245e+06	(-1.51855476771807e-01dB,-1.47854145864965e+01°)
1.58489319246108e+06	(-1.59364283837003e-01dB,-1.51274261031360e+01°)
1.62181009735890e+06	(-1.67233744046799e-01dB,-1.54771234885866e+01°)
1.65958690743753e+06	(-1.75480428882669e-01dB,-1.58346638905330e+01°)
1.69824365246171e+06	(-1.84121642500855e-01dB,-1.62002066679439e+01°)
1.73780082874934e+06	(-1.93175453176134e-01dB,-1.65739133424921e+01°)
1.77827941003889e+06	(-2.02660725890629e-01dB,-1.69559475412538e+01°)
1.81970085860995e+06	(-2.12597156068283e-01dB,-1.73464749299775e+01°)
1.86208713666283e+06	(-2.23005304456601e-01dB,-1.77456631361766e+01°)
1.90546071796321e+06	(-2.33906633164636e-01dB,-1.81536816612511e+01°)
1.94984459975801e+06	(-2.45323542845060e-01dB,-1.85707017808041e+01°)
1.99526231496884e+06	(-2.57279411009315e-01dB,-1.89968964322661e+01°)
2.04173794466949e+06	(-2.69798631465964e-01dB,-1.94324400888936e+01°)
2.08929613085400e+06	(-2.82906654850485e-01dB,-1.98775086191577e+01°)
2.13796208950219e+06	(-2.96630030219952e-01dB,-2.03322791304844e+01°)
2.18776162394951e+06	(-3.10996447669851e-01dB,-2.07969297962523e+01°)
2.23872113856830e+06	(-3.26034781922121e-01dB,-2.12716396649036e+01°)
2.29086765276773e+06	(-3.41775136824656e-01dB,-2.17565884499616e+01°)
2.34422881531988e+06	(-3.58248890681890e-01dB,-2.22519562996981e+01°)
2.39883291901944e+06	(-3.75488742332691e-01dB,-2.27579235451338e+01°)
2.45470891568498e+06	(-3.93528757866956e-01dB,-2.32746704250048e+01°)
2.51188643150953e+06	(-4.12404417862895e-01dB,-2.38023767862733e+01°)
2.57039578276881e+06	(-4.32152664995957e-01dB,-2.43412217587140e+01°)
2.63026799189533e+06	(-4.52811951863154e-01dB,-2.48913834020628e+01°)
2.69153480392686e+06	(-4.74422288833444e-01dB,-2.54530383241757e+01°)
2.75422870333811e+06	(-4.97025291708915e-01dB,-2.60263612686163e+01°)
2.81838293126440e+06	(-5.20664228962535e-01dB,-2.66115246700666e+01°)
2.88403150312655e+06	(-5.45384068280363e-01dB,-2.72086981759475e+01°)
2.95120922666633e+06	(-5.71231522097519e-01dB,-2.78180481326361e+01°)
3.01995172040196e+06	(-5.98255091805581e-01dB,-2.84397370346884e+01°)
3.09029543251353e+06	(-6.26505110237062e-01dB,-2.90739229355111e+01°)
3.16227766016832e+06	(-6.56033782030598e-01dB,-2.97207588179882e+01°)
3.23593656929622e+06	(-6.86895221397413e-01dB,-3.03803919236502e+01°)
3.31131121482585e+06	(-7.19145486807450e-01dB,-3.10529630390888e+01°)
3.38844156139196e+06	(-7.52842612029241e-01dB,-3.17386057384629e+01°)
3.46736850452525e+06	(-7.88046632939425e-01dB,-3.24374455811265e+01°)
3.54813389233568e+06	(-8.24819609442240e-01dB,-3.31495992636274e+01°)
3.63078054770094e+06	(-8.63225641811838e-01dB,-3.38751737255936e+01°)
3.71535229097165e+06	(-9.03330880706977e-01dB,-3.46142652093402e+01°)
3.80189396320554e+06	(-9.45203530057763e-01dB,-3.53669582733956e+01°)
3.89045144994273e+06	(-9.88913841982940e-01dB,-3.61333247605713e+01°)
3.98107170553489e+06	(-1.03453410284157e+00dB,-3.69134227216846e+01°)
4.07380277804105e+06	(-1.08213860948830e+00dB,-3.77072952965920e+01°)
4.16869383470327e+06	(-1.13180363475974e+00dB,-3.85149695548065e+01°)
4.26579518801584e+06	(-1.18360738118606e+00dB,-3.93364552986507e+01°)
4.36515832240157e+06	(-1.23762992190848e+00dB,-4.01717438326517e+01°)
4.46683592150954e+06	(-1.29395312776258e+00dB,-4.10208067036974e+01°)
4.57088189614866e+06	(-1.35266057948344e+00dB,-4.18835944173554e+01°)
4.67735141287189e+06	(-1.41383746401742e+00dB,-4.27600351366949e+01°)
4.78630092322629e+06	(-1.47757045393701e+00dB,-4.36500333709475e+01°)
4.89778819368436e+06	(-1.54394756901297e+00dB,-4.45534686623751e+01°)
5.01187233627262e+06	(-1.61305801906783e+00dB,-4.54701942807816e+01°)
5.12861383991355e+06	(-1.68499202731459e+00dB,-4.64000359361899e+01°)
5.24807460249762e+06	(-1.75984063351316e+00dB,-4.73427905212816e+01°)
5.37031796370242e+06	(-1.83769547641093e+00dB,-4.82982248962589e+01°)
5.49540873857613e+06	(-1.91864855509834e+00dB,-4.92660747297907e+01°)
5.62341325190338e+06	(-2.00279196911951e+00dB,-5.02460434106434e+01°)
5.75439937337145e+06	(-2.09021763738475e+00dB,-5.12378010454187e+01°)
5.88843655355577e+06	(-2.18101699619862e+00dB,-5.22409835585121e+01°)
6.02559586074345e+06	(-2.27528067698814e+00dB,-5.32551919109214e+01°)
6.16595001861470e+06	(-2.37309816461221e+00dB,-5.42799914548457e+01°)
6.30957344480180e+06	(-2.47455743747371e+00dB,-5.53149114410833e+01°)
6.45654229034642e+06	(-2.57974459096262e+00dB,-5.63594446960379e+01°)
6.60693448007582e+06	(-2.68874344614384e+00dB,-5.74130474846350e+01°)
6.76082975391968e+06	(-2.80163514593310e+00dB,-5.84751395746196e+01°)
6.91830970918922e+06	(-2.91849774135453e+00dB,-5.95451045165297e+01°)
7.07945784384123e+06	(-3.03940577083035e+00dB,-6.06222901521043e+01°)
7.24435960074975e+06	(-3.16442983576038e+00dB,-6.17060093619864e+01°)
7.41310241300902e+06	(-3.29363617593247e+00dB,-6.27955410613375e+01°)
7.58577575029168e+06	(-3.42708624858422e+00dB,-6.38901314493905e+01°)
7.76247116628676e+06	(-3.56483631509993e+00dB,-6.49889955160851e+01°)
7.94328234724265e+06	(-3.70693703951499e+00dB,-6.60913188057747e+01°)
8.12830516164082e+06	(-3.85343310305467e+00dB,-6.71962594346364e+01°)
8.31763771102654e+06	(-4.00436283895681e+00dB,-6.83029503549102e+01°)
8.51138038202359e+06	(-4.15975789176150e+00dB,-6.94105018555189e+01°)
8.70963589956062e+06	(-4.31964290510944e+00dB,-7.05180042850527e+01°)
8.91250938133727e+06	(-4.48403524186004e+00dB,-7.16245309796356e+01°)
9.12010839355890e+06	(-4.65294474005335e+00dB,-7.27291413749005e+01°)
9.33254300796971e+06	(-4.82637350784309e+00dB,-7.38308842782884e+01°)
9.54992586021416e+06	(-5.00431576010584e+00dB,-7.49288012752168e+01°)
9.77237220955790e+06	(-5.18675769891012e+00dB,-7.60219302404321e+01°)
9.99999999999979e+06	(-5.37367743949350e+00dB,-7.71093089241053e+01°)
1.02329299228073e+07	(-5.56504498279834e+00dB,-7.81899785810276e+01°)
1.04712854805088e+07	(-5.76082223501513e+00dB,-7.92629876106250e+01°)
1.07151930523758e+07	(-5.96096307396716e+00dB,-8.03273951754668e+01°)
1.09647819614316e+07	(-6.16541346155316e+00dB,-8.13822747664898e+01°)
1.12201845430194e+07	(-6.37411160090057e+00dB,-8.24267176842712e+01°)
1.14815362149686e+07	(-6.58698813630970e+00dB,-8.34598364073348e+01°)
